timestamp,symbol,price,ADX,ATR_val,ATR_pct,SuperTracker_osc,SuperTracker_sig,signals
2025-08-05T13:30:01.253728,MMM,148.48,23.17,0.22,0.15,17.24,17.24,ADX ≥ 20.0;MACD 🚀;BB breakout;Price > SMA20
2025-08-05T13:30:02.553604,ABT,129.93,50.10,0.15,0.12,23.98,23.98,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-05T13:30:03.370889,ABBV,197.35,31.95,0.30,0.15,47.64,47.64,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-05T13:30:05.228117,AMD,177.24,32.47,0.34,0.19,17.46,17.46,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-05T13:30:06.704101,AFL,98.89,41.73,0.15,0.15,66.00,66.00,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-05T13:30:07.523210,A,114.89,26.16,0.16,0.14,16.51,16.51,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-05T13:30:08.467480,APD,287.48,74.17,0.35,0.12,23.04,23.04,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-05T13:30:09.354111,ABNB,131.48,67.86,0.19,0.14,35.96,35.96,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-05T13:30:10.706139,ALB,69.45,29.20,0.21,0.30,33.20,33.20,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-05T13:30:11.445150,ARE,77.80,47.27,0.14,0.18,32.59,32.59,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-05T13:30:12.372302,ALGN,139.20,37.23,0.54,0.39,47.56,47.56,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-05T13:30:14.324470,ALL,205.41,39.15,0.39,0.19,61.75,61.75,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-05T13:30:16.177874,MO,62.06,34.95,0.07,0.12,44.69,44.69,ADX ≥ 20.0;MACD 🚀;BB breakout;Price > SMA20
2025-08-05T13:30:17.003739,AMZN,213.80,20.84,0.44,0.20,40.63,40.63,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-05T13:30:17.911971,AMCR,9.44,44.67,0.01,0.14,-10.02,-10.02,ADX ≥ 20.0;MACD 🚀;BB breakout;Price > SMA20
2025-08-05T13:30:20.629088,AXP,299.46,52.29,0.34,0.11,24.56,24.56,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-05T13:30:21.432087,AIG,78.68,43.14,0.12,0.15,39.03,39.03,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-05T13:30:23.336178,AMP,506.28,41.34,0.52,0.10,9.81,9.81,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-05T13:30:24.372231,AME,188.92,43.84,0.52,0.28,105.60,105.60,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Gap % ≥ 1.5;Price > SMA20
2025-08-05T13:30:26.290335,APH,108.75,41.10,0.17,0.15,25.27,25.27,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-05T13:30:27.525408,ADI,223.25,26.31,0.38,0.17,59.62,59.62,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-05T13:30:28.859258,AON,360.91,69.04,0.45,0.13,30.66,30.66,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-05T13:30:31.345383,APO,148.91,45.53,0.71,0.48,102.47,102.47,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Gap % ≥ 1.5;Price > SMA20
2025-08-05T13:30:32.190285,AAPL,203.79,45.06,0.48,0.23,26.08,26.08,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-05T13:30:33.030797,AMAT,183.13,48.45,0.22,0.12,23.61,23.61,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-05T13:30:34.339081,ACGL,88.96,38.55,0.11,0.12,17.52,17.52,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-05T13:30:35.241030,ADM,55.63,33.86,0.13,0.24,102.36,102.36,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Gap % ≥ 1.5;Price > SMA20
2025-08-05T13:30:36.790429,AJG,284.11,49.21,0.58,0.21,8.21,8.21,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-05T13:30:39.723619,T,27.72,25.62,0.03,0.12,41.04,41.04,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-05T13:30:40.941466,ADSK,304.05,60.01,0.41,0.13,48.19,48.19,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-05T13:30:42.956612,ADP,302.08,47.15,0.27,0.09,16.08,16.08,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-05T13:30:43.616332,AZO,3967.76,20.58,7.45,0.19,47.40,47.40,ADX ≥ 20.0;MACD 🚀;RSI 📈;ATR14 ≥ 2.0;Price > SMA20
2025-08-05T13:30:44.762795,AVY,167.81,40.04,0.26,0.15,32.02,32.02,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-05T13:30:46.938261,BALL,59.03,24.83,0.17,0.29,96.58,96.58,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Gap % ≥ 1.5;Price > SMA20
2025-08-05T13:30:47.640416,BAC,45.91,36.90,0.05,0.11,10.71,10.71,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-05T13:30:48.409488,BAX,22.66,27.28,0.09,0.42,21.12,21.12,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-05T13:30:49.644484,BRK-B,0.00,25.48,0.88,inf,51.92,51.92,ADX ≥ 20.0;MACD 🚀;RSI 📈;ATR % ≥ 0.5%
2025-08-05T13:30:50.411960,BBY,66.56,28.12,0.11,0.17,38.99,38.99,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-05T13:30:51.603174,BIIB,132.57,23.82,0.28,0.21,41.61,41.61,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-05T13:30:52.387555,BLK,1118.10,34.10,1.48,0.13,19.07,19.07,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-05T13:30:53.180075,BX,171.00,21.12,0.25,0.15,27.95,27.95,ADX ≥ 20.0;MACD 🚀;RSI 📈;Price > SMA20
2025-08-05T13:30:53.947134,BK,101.73,47.55,0.10,0.10,32.43,32.43,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
